RW0191926	DISTRIBUTOR	CARDINAL HEALTH	null	7601 N.E. GARDNER AVENUE	null	KANSAS CITY	MO	64120	JACKSON	BF8120127	RETAIL PHARMACY	FAMILY PHARMACY	null	520 E JACKSON STE. A	null	WILLARD	MO	65781	GREENE	S	9193	00406035901	HYDROCODONE	1.0	null	null	null	null	0000	09202006	0.45405	100.0	609019079	HYDROCODONE BITARTRATE & ACETAMINOPH	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW5708384	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS #15398	660 W. MARCH LANE	null	STOCKTON	CA	95207	SAN JOAQUIN	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	0000	12082006	2.27025	500.0	6880	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	7.5
RW0216449	DISTRIBUTOR	CARDINAL HEALTH	null	27680 AVENUE MENTRY	null	VALENCIA	CA	91355	LOS ANGELES	BC7710367	RETAIL PHARMACY	COMMUNITY PRESCRIPTION CENTER	null	640 UNIVERSITY AVENUE	null	SAN DIEGO	CA	92103	SAN DIEGO	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	0000	08082006	1.5135	500.0	608005687	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
RD0108200	DISTRIBUTOR	CARDINAL HEALTH	null	11 CENTENNIAL DRIVE	null	PEABODY	MA	1960	ESSEX	BN1862502	CHAIN PHARMACY	CONNECTICUT CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01080	817 BANK STREET	null	NEW LONDON	CT	6320	NEW LONDON	S	9143	00591082501	OXYCODONE	4.0	null	null	065529334	null	0000	11072006	3.5860000000000003	400.0	611016594	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
RC0313940	DISTRIBUTOR	CARDINAL HEALTH	null	14601 COUNTY ROAD 212	null	FINDLAY	OH	45840	HANCOCK	BT1701146	RETAIL PHARMACY	SCHIEBER FAMILY PHARMACY	null	212 LANCASTER PIKE	null	CIRCLEVILLE	OH	43113	PICKAWAY	S	9193	00591316801	HYDROCODONE	1.0	null	null	null	null	0000	09282006	0.45405	100.0	609045912	HYDROCODONE BIT. & IBUPROPHEN 7.5MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	7.5
PV0035673	DISTRIBUTOR	VALUE DRUG CO	null	ONE GOLF VIEW DRIVE	null	ALTOONA	PA	16601	BLAIR	AT2555146	RETAIL PHARMACY	TOWNSHIP PHARMACY	null	118 NORTH MAIN STREET	null	DAVIDSVILLE	PA	15928	SOMERSET	S	9193	00603388221	HYDROCODONE	1.0	null	null	null	null	null	10252006	0.45405	100.0	14247	HYDROCODONE BIT & ACETA 7.5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Value Drug Co	7.5
PS0001723	DISTRIBUTOR	SMITH DRUG COMPANY	null	DIVISION JM SMITH CORP	9098 FAIRFOREST ROAD	SPARTANBURG	SC	29301	SPARTANBURG	BC7641524	RETAIL PHARMACY	CRESTVIEW PHARMACY	null	DBA CRESTVIEW PHARMACY	1116 N FERDON BLVD	CRESTVIEW	FL	32536	OKALOOSA	S	9143	00603499821	OXYCODONE	2.0	null	null	06X000003	null	null	06262006	0.8964	200.0	606096515	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Smith Drug Company	5.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW7621952	CHAIN PHARMACY	WALGREEN ARIZONA DRUG CO.	DBA: WALGREENS # 06241	1055 E RIGGS ROAD	null	CHANDLER	AZ	85249	MARICOPA	S	9143	00406052301	OXYCODONE	3.0	null	null	063469502	null	0000	08012006	2.6895	300.0	134390	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Walgreen Co	10.0
RW0269654	DISTRIBUTOR	CARDINAL HEALTH	null	1120 COMMERCE BLVD	null	SWEDESBORO	NJ	8085	GLOUCESTER	AB9010480	RETAIL PHARMACY	BARRY'S MONTVILLE PHARMACY	null	185 CHANGE BRIDGE RD	null	MONTVILLE	NJ	7045	MORRIS	S	9143	60951071270	OXYCODONE	1.0	null	null	065360233	null	0000	12052006	0.8965	100.0	612012121	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	AW5416361	CHAIN PHARMACY	WALGREEN ARIZONA DRUG CO.	DBA: WALGREENS # 03593	2610 WEST THUNDERBIRD RD.	null	PHOENIX	AZ	85023	MARICOPA	S	9143	00406051205	OXYCODONE	3.0	null	null	064798992	null	0000	11142006	6.72375	1500.0	58151	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Walgreen Co	5.0
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	AC2969775	CHAIN PHARMACY	RITE AID OF WEST VIRGINIA, INC.	RITE AID #934	3801 MACCORKLE AVENUE SE	null	CHARLESTON	WV	25304	KANAWHA	S	9193	00406035901	HYDROCODONE	1.0	null	null	null	null	null	04042006	0.45405	100.0	3951	HYDROCODONE BITARTRATE & ACETAMINOPH	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Rite Aid	7.5
PW0122262	DISTRIBUTOR	WALGREEN CO	null	2455 PREMIER ROW	null	ORLANDO	FL	32809	ORANGE	BW5381289	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 04037	1615 NW 13TH ST.	null	GAINESVILLE	FL	32609	ALACHUA	S	9193	00406036705	HYDROCODONE	1.0	null	null	null	null	0000	01262006	3.0269999999999997	500.0	1950	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	10.0
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AG5258149	RETAIL PHARMACY	GORDY'S PHARMACY INC	null	540 RIVERSIDE DR	null	SALISBURY	MD	21801	WICOMICO	S	9143	60951070570	OXYCODONE	3.0	null	null	06X000034	null	null	06122006	10.758	300.0	606040879	OXYCOD.HCL ER TABS;40MG/TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	40.0
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW9606508	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 09361	3090 NE 43RD AVE	null	HOMESTEAD	FL	33033	MIAMI-DADE	S	9143	60951070570	OXYCODONE	1.0	null	null	061557325	null	0000	11102006	3.5860000000000003	100.0	220139	OXYCOD.HCL ER TABS;40MG/TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Walgreen Co	40.0
RA0287020	DISTRIBUTOR	ANDA PHARMACEUTICALS INC	null	6500 ADELAIDE COURT	null	GROVEPORT	OH	43125	FRANKLIN	BA0714902	RETAIL PHARMACY	A & B SUNSET PHCY	null	4201-A SUNSET BLVD	null	STEUBENVILLE	OH	43952	JEFFERSON	S	9143	00591350401	OXYCODONE	4.0	null	null	06X000071	null	0000	12052006	28.688000000000002	400.0	612003839	OXYCODONE HCL 80MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	80.0
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW6916881	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05859	15 S INDIANA AVE	null	ENGLEWOOD	FL	34223	SARASOTA	S	9193	00591054005	HYDROCODONE	1.0	null	null	null	null	0000	01192006	3.0269999999999997	500.0	18748	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	10.0
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	BR5396242	CHAIN PHARMACY	RITE AID OF OHIO, INC.	RITE AID #4784	30500 LAKESHORE BOULEVARD	null	WILLOWICK	OH	44095	LAKE	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	07152006	1.5135	500.0	17622	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Rite Aid	5.0
RA0172394	DISTRIBUTOR	ALBERTSONS LLC. #8720	null	2500 INDUSTRIAL BLVD	null	PONCA CITY	OK	74601	KAY	BA7031468	CHAIN PHARMACY	ALBERTSONS LLC #04473	DBA SAV-ON PHARMACY	1566 BELLA CRUZ DR	null	LADY LAKE	FL	32159	LAKE	S	9193	00591054001	HYDROCODONE	2.0	null	null	null	null	null	12102006	1.2108	200.0	6250	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Albertsons LLC	10.0
PS0001723	DISTRIBUTOR	SMITH DRUG COMPANY	null	DIVISION JM SMITH CORP	9098 FAIRFOREST ROAD	SPARTANBURG	SC	29301	SPARTANBURG	BA6122838	RETAIL PHARMACY	ALLCARE PHARMACY	null	112 SOUTH OXLEY DRIVE	null	LYONS	GA	30436	TOOMBS	S	9143	00406055201	OXYCODONE	3.0	null	null	06X000155	null	null	11292006	1.34475	300.0	612000373	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Smith Drug Company	5.0
RA0290724	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	101 NORFOLK ST	null	MANSFIELD	MA	2048	BRISTOL	BP0339463	RETAIL PHARMACY	PINE PLAINS PHARMACY INC	PINE PLAINS PHARMACY, INC/MEMBER NEW YORK STATE BOARD OF PHA	2965 CHURCH STREET	null	PINE PLAINS	NY	12567	DUTCHESS	S	9143	59011010710	OXYCODONE	2.0	null	null	056654364	null	null	04282006	14.344000000000001	200.0	6872	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	AmerisourceBergen Drug	80.0
RW0152467	DISTRIBUTOR	WALGREEN CO	null	DBA WALGREENS	5100 LAKE TERRACE NE	MOUNT VERNON	IL	62864	JEFFERSON	BW5255989	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 04090	2920 HIGHWAY K	null	O FALLON	MO	63368	SAINT CHARLES	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	0000	10022006	2.27025	500.0	9165	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	7.5
RW0269654	DISTRIBUTOR	CARDINAL HEALTH	null	1120 COMMERCE BLVD	null	SWEDESBORO	NJ	8085	GLOUCESTER	AW1632593	CHAIN PHARMACY	WEIS PHARMACY #111	null	630 BALTIMORE BLVD	null	WESTMINSTER	MD	21157	CARROLL	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	0000	04242006	0.6054	100.0	604063479	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
RP0331924	DISTRIBUTOR	PUBLIX SUPER MARKETS, INC.	null	1950 SAND LAKE RD.	BLDG 3	ORLANDO	FL	32809	ORANGE	BP8129175	CHAIN PHARMACY	PUBLIX	null	PUBLIX PHARMACY #205	6525 CALHOUN MEMORIAL HWY	EASLEY	SC	29640	PICKENS	S	9193	00406035805	HYDROCODONE	1.0	null	null	null	null	null	02132006	2.27025	500.0	3772	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Publix Super Markets, Inc.	7.5
RH0197170	DISTRIBUTOR	CVS INDIANA	null	7590 EMPIRE DR, DOORS 116-123	null	INDIANAPOLIS	IN	46219	MARION	BH1814169	CHAIN PHARMACY	HOOK-SUPERX, L.L.C.	DBA: CVS/PHARMACY  # 06250	7722 W STATE ROUTE 66	null	NEWBURGH	IN	47630	WARRICK	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	10092006	1.5135	500.0	61061	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	5.0
RM0138328	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	4012 S PURDUE AVE	OKLAHOMA CITY	OK	73179	OKLAHOMA	BP8630786	RETAIL PHARMACY	PRUETTS FOOD	null	201 SOUTH PARK DRIVE	null	BROKEN BOW	OK	74728	MCCURTAIN	S	9193	00591050301	HYDROCODONE	1.0	null	null	null	null	null	07202006	0.6054	100.0	607018416	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
RC0318128	DISTRIBUTOR	CVS ORLANDO FL DISTRIBUTION	null	LLC	8201 CHANCELLOR DRIVE	ORLANDO	FL	32809	ORANGE	BC5289283	CHAIN PHARMACY	HOLIDAY CVS, L.L.C.	DBA: CVS/PHARMACY  # 00304	101 N. WABASH AVENUE	null	LAKELAND	FL	33815	POLK	S	9193	00603388821	HYDROCODONE	1.0	null	null	null	null	null	05232006	0.6054	100.0	2019	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	CVS	10.0
RC0182080	DISTRIBUTOR	CARDINAL HEALTH	null	2045 INTERSTATE DRIVE	null	LAKELAND	FL	33805	POLK	BC5277668	CHAIN PHARMACY	HOLIDAY CVS, L.L.C.	DBA: CVS/PHARMACY  # 03626	30401 OVERSEAS HWY	null	BIG PINE KEY	FL	33043	MONROE	S	9143	00093003301	OXYCODONE	4.0	null	null	053491053	null	0000	01192006	28.688000000000002	400.0	601047393	OXYCODONE HYDROCHLORIDE - ER - 80MG/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	Cardinal Health	80.0
PR0003032	DISTRIBUTOR	ROCHESTER DRUG CO-OPERATIVE INC	null	50 JETVIEW DRIVE	null	ROCHESTER	NY	14624	MONROE	AW5889401	CHAIN PHARMACY	WEGMANS PHARMACY, #102	null	DIV WEGMANS FOOD MARKETS INC	375 DRIVING PARK AVENUE	ROCHESTER	NY	14613	MONROE	S	9193	00406035705	HYDROCODONE	2.0	null	null	null	null	0000	01082006	3.0269999999999997	1000.0	7157	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Rochester Drug Co-Operative Inc	5.0
PM0037374	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	1 COMMERCE DR. PO BOX 8808	O'FALLON	MO	63366	SAINT CHARLES	BC4340496	RETAIL PHARMACY	CARONDELET PHARMACY	null	1000 CARONDELET DRIVE, STE.120	null	KANSAS CITY	MO	64114	JACKSON	S	9193	00406036701	HYDROCODONE	2.0	null	null	null	null	null	04192006	1.2108	200.0	604004584	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	10.0
RW0161872	DISTRIBUTOR	WALGREEN EASTERN CO INC	null	DBA WALGREENS WAREHOUSE	125 N COMMERCE WAY	BETHLEHEM	PA	18017	NORTHAMPTON	BW6588288	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04445	119-02 ROCKAWAY BLVD.	null	SOUTH OZONE PARK	NY	11420	QUEENS	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	0000	06012006	2.27025	500.0	5907	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	7.5
RW0277752	DISTRIBUTOR	WALGREEN CO	null	15998 WALGREENS DRIVE	null	JUPITER	FL	33478	PALM BEACH	BW7035721	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 04812	930 8TH AVE WEST	null	PALMETTO	FL	34221	MANATEE	S	9143	00406052301	OXYCODONE	11.0	null	null	057384834	null	0000	04102006	9.8615	1100.0	101783	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Walgreen Co	10.0
RW0269654	DISTRIBUTOR	CARDINAL HEALTH	null	1120 COMMERCE BLVD	null	SWEDESBORO	NJ	8085	GLOUCESTER	BS5998286	RETAIL PHARMACY	SHOPRITE PHARMACY DEPT	null	611 WEST UNION AVENUE	null	BOUND BROOK	NJ	8805	SOMERSET	S	9143	68774016201	OXYCODONE	2.0	null	null	057261953	null	0000	06062006	3.5860000000000003	200.0	606017510	OXYCODONE.HCL ER 20MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	20.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW7151765	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 06359	33333 6 MILE RD	null	LIVONIA	MI	48152	WAYNE	S	9193	00406036201	HYDROCODONE	1.0	null	null	null	null	0000	06022006	0.6054	100.0	17635	HYDROCOD.BIT.& APAP,10MG/660MG/TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Walgreen Co	10.0
RW0236009	DISTRIBUTOR	CARDINAL HEALTH	null	3238 DWIGHT RD	null	ELK GROVE	CA	95758	SACRAMENTO	BM5309059	RETAIL PHARMACY	MANOR DRUG STORE	null	2361 NORTHGATE BLVD	null	SACRAMENTO	CA	95833	SACRAMENTO	S	9193	00406036705	HYDROCODONE	1.0	null	null	null	null	0000	09092006	3.0269999999999997	500.0	609004539	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
RW0165731	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	#28	801 COR-DA BOULEVARD	CRAWFORDSVILLE	IN	47933	MONTGOMERY	BW5591575	CHAIN PHARMACY	WAL-MART PHARMACY 10-1480	null	950 EAST GREENVILLE PIKE	null	WINCHESTER	IN	47394	RANDOLPH	S	9193	00406036001	HYDROCODONE	2.0	null	null	null	null	null	05112006	0.9081	200.0	605011032	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
PW0186785	DISTRIBUTOR	WAL-MART PHARM WAREHOUSE #1	null	2252 NORTH 8TH STREET	null	ROGERS	AR	72756	BENTON	BW5495521	CHAIN PHARMACY	WAL-MART PHARMACY 10-0445	null	1801 ELIZABETHTOWN RD	null	LEITCHFIELD	KY	42754	GRAYSON	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	12282006	1.5135	500.0	612013815	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	5.0
PM0000771	DISTRIBUTOR	MCKESSON CORPORATION	null	1515 KENDRICK LANE	null	LAKELAND	FL	33805	POLK	BP3821685	CHAIN PHARMACY	PUBLIX PHARMACY #0457	null	4365 COMMERCIAL WAY	null	SPRING HILL	FL	34606	HERNANDO	S	9143	00406853001	OXYCODONE	3.0	null	null	057518814	null	null	05222006	8.0685	300.0	605015295	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	30.0
RC0182080	DISTRIBUTOR	CARDINAL HEALTH	null	2045 INTERSTATE DRIVE	null	LAKELAND	FL	33805	POLK	BW2601183	CHAIN PHARMACY	WINN DIXIE STORES	null	WINN DIXIE PHARMACY #317	2778 NORTH ROOSEVELT BOULEVARD	KEY WEST	FL	33040	MONROE	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	0000	03302006	0.6054	100.0	603076032	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
RW0165731	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	#28	801 COR-DA BOULEVARD	CRAWFORDSVILLE	IN	47933	MONTGOMERY	BW2139219	CHAIN PHARMACY	WAL-MART PHARMACY 10-1420	null	850 SOUTH BARRINGTON RD	null	STREAMWOOD	IL	60107	COOK	S	9193	00406036701	HYDROCODONE	8.0	null	null	null	null	null	12112006	4.8432	800.0	612016628	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	10.0
RP0199845	DISTRIBUTOR	P J C DISTRIBUTOR CO INC	DBA BROOKS	KILLINGLY OAKS BUSINESS PARK	500 FORBES RD	DAYVILLE	CT	6241	WINDHAM	BM4226216	CHAIN PHARMACY	MAXI DRUG, INC.	RITE AID #10362	27 BROADWAY STREET	null	COLCHESTER	CT	6415	NEW LONDON	S	9193	00591038705	HYDROCODONE	1.0	null	null	null	null	null	12142006	2.27025	500.0	6093	HYDROCODONE BITARTRATE 7.5MG/ACETAMI	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	P J C Distributor Co Inc	7.5
RC0182080	DISTRIBUTOR	CARDINAL HEALTH	null	2045 INTERSTATE DRIVE	null	LAKELAND	FL	33805	POLK	BW6648313	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 04773	110 NE 44TH ST	null	OAKLAND PARK	FL	33334	BROWARD	S	9143	63481062370	OXYCODONE	2.0	null	null	054999370	null	0000	02022006	0.8965	200.0	602004989	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PM0038693	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO,	7009 SOUTH 108 STREET	LA VISTA	NE	68128	SARPY	BS9747734	CHAIN PHARMACY	SHOPKO PHARMACY #2044	null	FRED SQ 3020 S. 84 STREET	null	OMAHA	NE	68124	DOUGLAS	S	9193	00406036001	HYDROCODONE	1.0	null	null	null	null	null	08312006	0.45405	100.0	608003715	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	McKesson Corporation	7.5
RC0271267	DISTRIBUTOR	CARDINAL HEALTH	null	500 JERRY STEELE LANE	null	MCDONOUGH	GA	30253	HENRY	AR2662232	CHAIN PHARMACY	GEORGIA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 07273	129 MARIETTA HIGHWAY	null	CANTON	GA	30114	CHEROKEE	S	9143	00093002401	OXYCODONE	1.0	null	null	056989961	null	0000	04192006	0.8965	100.0	604036385	OXYCODONE HYDROCHLORIDE EXTENDED REL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	Cardinal Health	10.0
RA0172394	DISTRIBUTOR	ALBERTSONS LLC. #8720	null	2500 INDUSTRIAL BLVD	null	PONCA CITY	OK	74601	KAY	BA6110756	CHAIN PHARMACY	ALBERTSON'S LLC	null	DBA SAVON # 185	9750 PYRAMID LAKE HWY	SPARKS	NV	89432	WASHOE	S	9193	00591034905	HYDROCODONE	4.0	null	null	null	null	null	03082006	6.053999999999999	2000.0	13442	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Albertsons LLC	5.0
PR0040357	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	2975 EVERGREEN DR	DULUTH	GA	30096	GWINNETT	BC3491723	RETAIL PHARMACY	CRESCENT CENTER DRUG STORE	null	CRESCENT SHOPPING CENTER	228 N. FAIRMONT	MORRISTOWN	TN	37814	HAMBLEN	S	9143	59011010310	OXYCODONE	1.0	null	null	06X000648	null	null	12132006	1.7930000000000001	100.0	612061167	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	20.0
